paper_st,honorary_nm,record_st,stair_st,feat_type,borough,roadway_typ,street_nm,feat_statu,the_geom,old_st_nm
,,,,Mapped_St,Staten Island,Surface_ST,Stuyvesant Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.17001614412071, 40.54357579339489], [-74.17006637887961, 40.5443112706701]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Borinquen Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95509633020349, 40.71055946784663], [-73.95477414861392, 40.71059048499235]]]}",
N,,,,Mapped_St,Queens,Surface_ST,149 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.76509073361788, 40.65865013672202], [-73.76503447488766, 40.65865537090226], [-73.76418765963503, 40.65853871181778]], [[-73.76615366484322, 40.65855124083519], [-73.76509073361788, 40.65865013672202]], [[-73.76730129951596, 40.65844777428844], [-73.76680621151647, 40.658494030925524], [-73.76615366484322, 40.65855124083519]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Nelson Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00200067967504, 40.67739604398229], [-74.00257732038948, 40.677556549241196]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Westport Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.16100738502651, 40.58405624445457], [-74.15964468325551, 40.583303515785424], [-74.15762062324875, 40.58220939141274]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Sycamore Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.16179313423777, 40.539489324082346], [-74.16256273737834, 40.53908111703389]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Garden Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.93645106796706, 40.700649712095995], [-73.93668234526747, 40.70058754662322], [-73.93838004823756, 40.701541435059696]]]}",
N,,,,Mapped_St,Queens,Surface_ST,68 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85640191150408, 40.714375248552386], [-73.85675283863668, 40.71382292469144]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Bradford Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89179936089363, 40.671173965966865], [-73.89212498214094, 40.67244868817816]]]}",
Y,,,N,Mapped_St,Queens,Surface_ST,96 Road,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.73348171837453, 40.71799549337962], [-73.73258653999626, 40.71820627211906]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Mariners Lane,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.1525411499509, 40.635109717743646], [-74.15253652911204, 40.635150512943824], [-74.15248517930883, 40.63560387687875], [-74.15244602958627, 40.635640905054494]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Rye Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.17250355208891, 40.54557341079506], [-74.17046502350655, 40.545107264501326], [-74.16858428519788, 40.54535018949039], [-74.16857944916462, 40.545350814352695]]]}",
Y,,,,Mapped_St,Staten Island,Surface_ST,Merle Place,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.06957183921148, 40.60792814188835], [-74.06928366478793, 40.60757069621539]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Riley Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1411790990409, 40.628103091720995], [-74.14063841020722, 40.62860376856978]]]}",
Y,,,N,Mapped_St,Queens,Surface_ST,Horton Avenue,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.75577833005737, 40.61014133487477], [-73.75545241077995, 40.61007522868643], [-73.7553970489522, 40.610063999309], [-73.75538239230605, 40.61006102610277]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Rockaway Beach Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.80728331107883, 40.58800140709762], [-73.80728311966244, 40.588001426588136]], [[-73.80986511080846, 40.58773923654785], [-73.80979122131451, 40.58774710912016], [-73.80728331107883, 40.58800140709762]], [[-73.8112507606942, 40.58759158992217], [-73.81108471977548, 40.58760928252957], [-73.80986511080846, 40.58773923654785]]]}",
N,,,,Mapped_St,Queens,Surface_ST,109 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.7835195028601, 40.697760084762585], [-73.78269639413763, 40.69810624141046]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,St. Nicholas Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94278135760045, 40.82734448885341], [-73.94305931187387, 40.82664449126012]], [[-73.94305931187387, 40.82664449126012], [-73.94335718966676, 40.825956254172986]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Hawthorne Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.14817311563687, 40.61396609675307], [-74.14818608832388, 40.61333531636741]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Parsons Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.82140308143912, 40.784566683926734], [-73.82135183231405, 40.78438094864458], [-73.82131714993665, 40.784192787851474], [-73.82129926054003, 40.78400349233438]]]}",
N,,,,Mapped_St,Queens,Surface_ST,14 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.78354628720624, 40.786605088644535], [-73.78427282964373, 40.78661552708968]]]}",
Y,,,,Mapped_St,Staten Island,Surface_ST,Richmond Parkway,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.16975405416105, 40.562754822360304], [-74.1696534691546, 40.56283496929507], [-74.16965334659993, 40.562835066733015], [-74.1694193556689, 40.56301861443245], [-74.16913458367337, 40.563247798801626], [-74.16885602382372, 40.56348138216789], [-74.16858379297518, 40.56371926659843], [-74.16831800533309, 40.563961352356095], [-74.16805877240508, 40.56420753794118], [-74.16780620295413, 40.5644577201339], [-74.16740444668228, 40.5647746298061], [-74.16699817234226, 40.56508817305391], [-74.16658742838955, 40.565398312433096], [-74.1661722638154, 40.565705010905475], [-74.16575272814114, 40.56600823184326], [-74.1654210018774, 40.56627019529164], [-74.16509503871364, 40.56653633377478], [-74.16477492903829, 40.56680657354978], [-74.16446076162111, 40.567080839736434], [-74.16415262358858, 40.567359056338], [-74.16385060039967, 40.56764114626208], [-74.16355477582213, 40.567927031342], [-74.16318775469159, 40.568299395488324], [-74.16282466323337, 40.568673994478154], [-74.16246552490158, 40.569050804182204], [-74.16231987787295, 40.569227367190514], [-74.16216828360811, 40.5694009948714], [-74.16201084373962, 40.56957157076806], [-74.16184766382327, 40.56973898046973], [-74.16167885326733, 40.56990311168843], [-74.1615045252593, 40.57006385433437], [-74.16132479668995, 40.570221100589904], [-74.16117780999379, 40.57035480844725], [-74.16102461302339, 40.57048439932555], [-74.16086540390704, 40.57060970559611], [-74.1607003885534, 40.570730565171566], [-74.1605297803851, 40.57084682171564], [-74.16035380006286, 40.57095832484546], [-74.16017267519993, 40.571064930326116], [-74.15998664006766, 40.571166500257455], [-74.15966795593778, 40.571320018428], [-74.15934495133575, 40.571468193979854], [-74.15901778026604, 40.57161095625209], [-74.15868659872305, 40.5717482371647], [-74.1583515646166, 40.57187997125135], [-74.15801283769666, 40.57200609569035], [-74.1577418492088, 40.572090907552784], [-74.15746753800498, 40.57216926318878], [-74.15719016855991, 40.5722410870494], [-74.15691000829975, 40.57230630988318], [-74.15662732734398, 40.57236486880323], [-74.15634239824479, 40.57241670734759], [-74.15605549572402, 40.57246177553403], [-74.15576689640807, 40.57250002990803], [-74.15455588381029, 40.57261939973564], [-74.15334586949238, 40.572744530008265], [-74.15314297733246, 40.572782250255756], [-74.15294192184119, 40.57282531114158], [-74.15274294469907, 40.572873660904854], [-74.15272320944452, 40.57287877331414], [-74.15272097402834, 40.57287935712525], [-74.15270112443316, 40.572884564237995], [-74.15269903302404, 40.57288511723935], [-74.15267871855605, 40.57289051317601], [-74.15267712168625, 40.57289094124713], [-74.15265694545742, 40.57289636761411], [-74.15265523883588, 40.57289683005076], [-74.15263471576856, 40.572902418068885], [-74.15263338683486, 40.572902783647066], [-74.152612558242, 40.57290852425605], [-74.15261156449812, 40.572908800236625], [-74.15259045871034, 40.572914687995585], [-74.15258977300856, 40.57291488071843], [-74.15256816697362, 40.57292098166188], [-74.1525680111872, 40.57292102599451], [-74.15254712758981, 40.57292699089564], [-74.15242877128044, 40.57296207833932], [-74.15231141254924, 40.57299906297309], [-74.15202327383888, 40.57307890414501], [-74.15173794273683, 40.573164408037755], [-74.15145561059039, 40.57325551731438], [-74.1511764667381, 40.573352170878834], [-74.15090069838284, 40.57345430391686], [-74.1506284904665, 40.5735618479395], [-74.15036002554592, 40.573674730828934], [-74.14972950158374, 40.573955739650295], [-74.1491019916487, 40.574240647648146], [-74.14847753721327, 40.57452943601006], [-74.14840748357685, 40.574562163383675], [-74.14839969709385, 40.57456580616316], [-74.14832891090997, 40.57459895137837], [-74.14832190544234, 40.574602235635446], [-74.14824925295885, 40.57463633416607], [-74.14824416108169, 40.57463872622951], [-74.14817109105387, 40.574673099009146], [-74.14816646637169, 40.574675277041955], [-74.1480934141326, 40.5747097190895], [-74.14808882013128, 40.57471188807434], [-74.14801488906346, 40.57474682469268], [-74.14801122353927, 40.57474855842475], [-74.14793717341077, 40.57478363112568], [-74.14793367541661, 40.57478528899534], [-74.14785780147345, 40.57482130774434], [-74.1478561745841, 40.57482208068821], [-74.1477787245806, 40.57485893169788], [-74.14775165383567, 40.574871824223536], [-74.14751918418085, 40.574983020011835], [-74.14740636368555, 40.57503850303342], [-74.14738393236556, 40.575049518226585], [-74.14730846744828, 40.57508652306251], [-74.14730586024336, 40.57508780064947], [-74.14723379742709, 40.57512306576073], [-74.14676108851894, 40.57535276629418], [-74.14628669199602, 40.57558043694392], [-74.14621404209, 40.57561505378177], [-74.14620797209274, 40.57561794318904], [-74.14613363248935, 40.57565329065148], [-74.14612920710044, 40.57565539360475], [-74.14605365796625, 40.57569124144485], [-74.14605039583626, 40.5756927872919], [-74.14597513078718, 40.575728426697566], [-74.14597153830427, 40.5757301260515], [-74.14589333530718, 40.57576707940106], [-74.14589263686457, 40.575767408979864], [-74.14585314180597, 40.57578604237522], [-74.14581385196833, 40.57580455932866], [-74.1455412128478, 40.575932536541316], [-74.14412718716974, 40.576620689847246], [-74.14270839515257, 40.57730313311335], [-74.14235292578427, 40.57746850350678], [-74.14200114411976, 40.57763839769866], [-74.14165314918017, 40.57781276787998], [-74.14130903892321, 40.57799156498179], [-74.1409689102158, 40.57817473868899], [-74.14063285880673, 40.578362237454385], [-74.14030097929978, 40.57855400851328], [-74.14001642334013, 40.578725469021535], [-74.13973724170563, 40.578901991764596], [-74.13946358929242, 40.57908347883082], [-74.13919561793345, 40.57926982955419], [-74.13893347631432, 40.57946094057013], [-74.13867730989065, 40.57965670587268], [-74.13842726080753, 40.57985701687336], [-74.13818346782053, 40.580061762461256], [-74.13794606621876, 40.580270829064524], [-74.13771518774976, 40.58048410071352], [-74.13724904697733, 40.58094647404899], [-74.13678739884757, 40.58141146208241], [-74.13665486437174, 40.58154100113513], [-74.13651701093549, 40.58166727220981], [-74.13637397704751, 40.58179014840806], [-74.13622590642508, 40.58190950624248], [-74.13595989868794, 40.58213327822243], [-74.13568821600174, 40.582353051821066], [-74.13541096169605, 40.58256874340688], [-74.13512824122373, 40.582780270900805], [-74.13484016212082, 40.582987553807676], [-74.13454683396562, 40.58319051324684], [-74.13424836833697, 40.583389071982175], [-74.13386708601162, 40.58363949831408], [-74.13348003202626, 40.583884725361976], [-74.13344342485469, 40.5839074638086], [-74.13344101473093, 40.58390895967774], [-74.13340376089077, 40.58393201584741], [-74.1334019406055, 40.58393314091515], [-74.13336388790808, 40.58395660593703], [-74.13336280965002, 40.58395726907425], [-74.13332491483918, 40.58398055289437], [-74.13332362304745, 40.58398134505402], [-74.13322752496971, 40.58404003025269], [-74.13322560082075, 40.584041197762765], [-74.13290824232004, 40.584231269724285], [-74.1325873668253, 40.58441787882031], [-74.13226303932473, 40.58460098723938], [-74.13222601008155, 40.58462154831295], [-74.13222225924767, 40.584623628338704], [-74.1321845655519, 40.584644479231976], [-74.13218142587974, 40.5846462136523], [-74.13214413906947, 40.5846667641894], [-74.1321405404039, 40.58466874407923], [-74.13210266582732, 40.58468953932092], [-74.13209960163728, 40.58469121872025], [-74.13207990796084, 40.5847019981273]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Liberty Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.10088251626561, 40.59017921556607], [-74.09894004236706, 40.58918089094266]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Broome Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.99084515012731, 40.718308576999526], [-73.99174666839207, 40.71858374913394]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Hollers Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.82527340132528, 40.88509119469193], [-73.82526100613653, 40.88509513717302], [-73.82439346426486, 40.88537364710054]]]}",
N,,,,Mapped_St,Queens,Surface_ST,242 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.73178097559652, 40.67379920341277], [-73.73222505499521, 40.672974047427]], [[-73.73222505499521, 40.672974047427], [-73.73273236060507, 40.6720838902939], [-73.73289735376639, 40.67179437646116], [-73.73297217921076, 40.67166307882277]], [[-73.73297217921076, 40.67166307882277], [-73.73340201111579, 40.67090509805488], [-73.73371433334196, 40.67035432701393]], [[-73.73371433334196, 40.67035432701393], [-73.73371947168617, 40.67034526167002], [-73.73407303728108, 40.66972150341623], [-73.734456924889, 40.66904423942166]], [[-73.734456924889, 40.66904423942166], [-73.73452272209923, 40.668928262060334], [-73.73491666682185, 40.66823387470151], [-73.73520004221507, 40.66773437233898]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Aldus Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89179119398457, 40.823078636562585], [-73.89042042458146, 40.82314419494688]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Boston Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.82791367815663, 40.88599054241001], [-73.82755482507874, 40.886132014623804], [-73.82700490360568, 40.88634614620369], [-73.82698229952989, 40.88635548369676], [-73.82683121553556, 40.88641789233817], [-73.82612393687525, 40.886678056880626], [-73.82553276329261, 40.886899810352524], [-73.82547027543862, 40.8869200020656], [-73.82538505688689, 40.88695205167347], [-73.82530156102524, 40.88698661433372], [-73.82519106390961, 40.8870375148564], [-73.82508429890508, 40.887092812965335], [-73.82503722608345, 40.88711943026873], [-73.82448936010313, 40.887422519322996], [-73.82387140546417, 40.88778362800247], [-73.82367864220477, 40.88789339127075], [-73.82136150365042, 40.889224144395875], [-73.82028050677582, 40.889844936225565], [-73.81985624970935, 40.89008295890457]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Norton Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.76899556248667, 40.597573716785185], [-73.76846509289145, 40.59763250267463], [-73.76791437432749, 40.59740608567375]]]}",
Y,,,,Mapped_St,Staten Island,Surface_ST,Islington Street,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.14858850639072, 40.562556038391165], [-74.15025885253219, 40.56155880943977]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Centre Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.7892513684574, 40.84362956445368], [-73.7876078561581, 40.84399978002139], [-73.78752122347625, 40.84401929359164]]]}",
Y,,,,Mapped_St,Staten Island,Surface_ST,Thornycroft Avenue,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.16194377137576, 40.5445833886333], [-74.16144436147059, 40.54406969570854]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Richmond Terrace,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.11082523044038, 40.64468609683483], [-74.11078680195766, 40.64469742112003], [-74.11074758041728, 40.64470703936067], [-74.11039794368487, 40.644788063816485], [-74.11014264956371, 40.64485199895463], [-74.10988636047186, 40.64491358180724], [-74.10967572854884, 40.644966078387064], [-74.10946382220044, 40.64501551015785], [-74.10932421477216, 40.64504461309184], [-74.10918296119203, 40.64506867018857], [-74.10904037561394, 40.645087627943816], [-74.10887628591793, 40.645102680359344], [-74.1087113763762, 40.64511105213119], [-74.10766606866162, 40.6451606410079], [-74.10766589133672, 40.645160648378045]]]}",
,,,,Not_mapped,Brooklyn,Surface_ST,Bayview Avenue,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-73.9100461782845, 40.641726438012874], [-73.90952429293738, 40.642107976443086]]]}",
N,,,,Mapped_St,Queens,Surface_ST,169 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.79934142514055, 40.72323101972698], [-73.79932141178634, 40.72318322981084], [-73.79909103809496, 40.722652771535394], [-73.79894873142374, 40.72232508983665], [-73.79872757083615, 40.721815829590746]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,4 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.02803565486205, 40.6235717738346], [-74.02835031631533, 40.62279862709288]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,18 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97986147382386, 40.629450293076275], [-73.97903621484983, 40.629859305633474]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Seaview Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89866444555454, 40.62803252218278], [-73.89792194086618, 40.628505875809765]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Palma Drive,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.0827697043587, 40.61140507673881], [-74.08357856805858, 40.611625227303435]]]}",
N,,,,Mapped_St,Queens,Surface_ST,46 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.80111443904059, 40.75373383799022], [-73.80016571280626, 40.75378164202024]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Pacific Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.99468818498171, 40.68958846367273], [-73.99655052754139, 40.690104739374966]]]}",
